word,machine,human,label
gap,rata,rata,NEGATIVE
upbeat,upbeat,fatan kyawun karshe,POSITIVE
imposes,dorawa,dorawa,NEGATIVE
explode,fashe,fashe,NEGATIVE
violate,keta,keta,NEGATIVE
lavishly,lavishly,mai yalwa,POSITIVE
impartial,rashin son kai,rashin son kai,POSITIVE
congratulate,taya murna,taya murna,POSITIVE
fuked,shanawa,shanawa,NEGATIVE
convenient,dace,dace,POSITIVE
unemployment,rashin aikin yi,rashin aikin yi,NEGATIVE
evenly,daidai,daidai,POSITIVE
dangerous,mai hadari,mai hadari,NEGATIVE
indiscriminate,ba tare da nuna bambanci ba,ba tare da nuna bambanci ba,NEGATIVE
slower,a hankali,a hankali,NEGATIVE
vindication,tabbatarwa,tabbatarwa,POSITIVE
thankless,mara godiya,mara godiya,NEGATIVE
tyrannically,zalunci,zalunci,NEGATIVE
impassioned,m,rashin son kai,POSITIVE
expect,jira,jira,POSITIVE
husbandry,aikin gona,kiwo,POSITIVE
wreaked,lalatattun abubuwa,lalatattun abubuwa,NEGATIVE
moron,moron,shahsahsa,NEGATIVE
illuminate,haskaka,haskaka,POSITIVE
oddity,oddity,mutum na daban,NEGATIVE
expenses,kashe kudi,kashe kudi,NEGATIVE
casualty,wanda ya jikkata,wanda ya jikkata,NEGATIVE
threatened,yi barazanar,yi barazanar,NEGATIVE
conciliating,sulhu,sulhu,POSITIVE
coop,cop,keji,NEGATIVE
menacing,menacing,mai hadari,NEGATIVE
recidivism,sake dawowa,sake dawowa,NEGATIVE
wildcat,dabbar daji,dabbar daji,NEGATIVE
abruptly,ba zato ba tsammani,ba zato ba tsammani,NEGATIVE
obstacles,cikas,cikas,NEGATIVE
cash-strapped,tsabar kudi,tsabar kudi,NEGATIVE
vibrate,makarkata,girgiza,NEGATIVE
uncompetitive,m,rashin rige-rige,NEGATIVE
comforting,ta'aziyya,ta'aziyya,POSITIVE
entertaining,nishadi,nishadi,POSITIVE
comedy,mai ban dariya,mai ban dariya,POSITIVE
deformed,mara kyau,mara kyau,NEGATIVE
enforce,tilasta,tilasta,POSITIVE
crushes,murkushe,yana murkushe,NEGATIVE
dispirited,watsar da,watsar da,NEGATIVE
clumsy,m,mashiririci,NEGATIVE
loved,ƙaunatacce,ƙaunatacce,POSITIVE
perplexing,rikicewa,rikicewa,NEGATIVE
favor,ni'ima,ni'ima,POSITIVE
illegal,ba bisa doka ba,ba bisa doka ba,NEGATIVE
honest,mai gaskiya,mai gaskiya,POSITIVE
bruised,ƙuje,rauni ko kujewa,NEGATIVE
genocide,kisan kare dangi,kisan kare dangi,NEGATIVE
piety,taƙawa,taƙawa,POSITIVE
resigns,yayi murabus,ya yi murabus,NEGATIVE
mournfully,cikin jimami,cikin jimami,NEGATIVE
diffidence,rarrabuwa,rarrabuwa,NEGATIVE
benefitted,wanda aka amfana,wanda aka amfana,POSITIVE
grievously,mai wahala,mai wahala,NEGATIVE
2-faces,2-fuskoki,masu fuskoki biyu,NEGATIVE
antiquated,tsoho,tsoho,NEGATIVE
adoringly,yin sujada,yin sujada,POSITIVE
effrontery,ɓarna,ɓarna,NEGATIVE
straining,damuwa,damuwa,NEGATIVE
peacekeepers,sojojin kiyaye zaman lafiya,masu tabbatar da zaman lafiya,POSITIVE
mother,uwa,uwa,NEGATIVE
wretchedness,tir,tir,NEGATIVE
infraction,cin zarafi,cin zarafi,NEGATIVE
rumors,jita-jita,jita-jita,NEGATIVE
gangster,ɗan fashi,ɗan fashi,NEGATIVE
viper,maciji,maciji,NEGATIVE
spacious,fili,yalwatacce,POSITIVE
stigma,ƙyama,ƙyama,NEGATIVE
sinfully,da zunubi,da zunubi,NEGATIVE
sympathy,juyayi,juyayi,POSITIVE
euphoric,euphoric,sanya murna,POSITIVE
deliverance,kubutarwa,rarrabawa,POSITIVE
graciously,da alheri,cikin alheri,POSITIVE
battlefield,fagen fama,fagen fama,NEGATIVE
precious,mai daraja,mai daraja,POSITIVE
execrate,kashe,kashe,NEGATIVE
breathlessness,rashin numfashi,rashin numfashi,POSITIVE
sturdy,mai ƙarfi,cikin karfi,POSITIVE
contortions,rikitarwa,rikitarwa,NEGATIVE
ineloquent,rashin adalci,rashin adalci,NEGATIVE
mourns,makoki,makoki,NEGATIVE
ungrateful,butulci,butulci,NEGATIVE
harden,taurare,tsaurara,NEGATIVE
infested,cinye,cinye,NEGATIVE
combat,yaƙi,yaƙi,NEGATIVE
simplify,sauƙaƙa,sauƙaƙa,POSITIVE
pointlessly,mara ma'ana,mara ma'ana,NEGATIVE
massacres,kisan kiyashi,kisan kiyashi,NEGATIVE
festive,biki,biki,POSITIVE
miscalculate,yi kuskure,yi kuskure,NEGATIVE
peculiarly,peculiarly,na daban,NEGATIVE
spoilled,lalace,lalace,NEGATIVE
clamorous,mai ban mamaki,mai ban mamaki,NEGATIVE
ignoble,rashin daraja,rashin daraja,NEGATIVE
lure,yaudara,yaudara,NEGATIVE
intelligent,mai hankali,mai hankali,POSITIVE
bigot,girman kai,girman kai,NEGATIVE
delicious,dadi,dadi,POSITIVE
lesser,karami,karami,NEGATIVE
eyesore,idanu,gaji da gani,NEGATIVE
annoyances,bacin rai,yana fushi,NEGATIVE
thump,buga,buga,NEGATIVE
infamous,m,rashin shahara,NEGATIVE
pornographic,labarin batsa,labarin batsa,NEGATIVE
nice,yayi kyau,yayi kyau,POSITIVE
sumptuously,sumptuously,kima,POSITIVE
entrust,amana,amana,POSITIVE
community,al'umma,al'umma,POSITIVE
coalition,haɗin gwiwa,haɗin gwiwa,POSITIVE
efficacy,inganci,inganci,POSITIVE
hobby,abin sha'awa,abin sha'awa,POSITIVE
bemoaning,baƙin ciki,baƙin ciki,NEGATIVE
dissappointed,yankewa,yankewa,NEGATIVE
unuseably,wanda ba'a iya amfani dashi,wanda ba'a iya amfani dashi,NEGATIVE
rightness,daidai,daidai,POSITIVE
racists,'yan wariyar launin fata,'yan wariyar launin fata,NEGATIVE
sociable,m,mai walwala,POSITIVE
vendetta,makwabta,makwabta,NEGATIVE
outstandingly,a tsaye,fitattace,POSITIVE
usurp,kwace,kwace,NEGATIVE
disputable,jayayya,jayayya,NEGATIVE
subversive,ƙasƙantattu,ƙasƙantattu,NEGATIVE
wonderously,yanananna,a yalwace,POSITIVE
punch,naushi,naushi,NEGATIVE
luckiest,mafi sa'a,mai matukar sa'a,POSITIVE
slow,a hankali,a hankali,NEGATIVE
punctuality,akan lokaci,akan lokaci,POSITIVE
instruction,koyarwa,koyarwa,POSITIVE
refine,tata,tata,POSITIVE
aggressiveness,tashin hankali,tashin hankali,NEGATIVE
regal,mulki,mulki,POSITIVE
devil,shaidan,shaidan,NEGATIVE
disgruntle,disgruntle,fusata,NEGATIVE
dubiously,dubiously,mai fuska biyu,NEGATIVE
assist,taimaka,taimaka,POSITIVE
stench,wari,wari,NEGATIVE
downer,ƙasa,ƙasa,NEGATIVE
mesmerizing,mitar hankali,mai  Jan hankali,POSITIVE
irksomely,ba komai,mai sosa rai,NEGATIVE
eased,saukake,saukake,POSITIVE
legalized,halatta,halatta,POSITIVE
achieve,cimma,cimma,POSITIVE
misstatement,ɓacin hankali,ɓacin hankali,NEGATIVE
sloth,kasala,kasala,NEGATIVE
difficulties,matsaloli,matsaloli,NEGATIVE
fraud,zamba,zamba,NEGATIVE
regard,la'akari,la'akari,POSITIVE
freezing,daskarewa,daskarewa,NEGATIVE
beautification,ado,ado,POSITIVE
responsibly,alhakin,a nitse,POSITIVE
honoring,girmamawa,girmamawa,POSITIVE
limited,iyakance,iyakance,NEGATIVE
clears,ya share,ya share,POSITIVE
obit,obit,ranar mutuwar wani,NEGATIVE
slogging,,yin hidima,NEGATIVE
revolution,juyin juya hali,juyin juya hali,POSITIVE
mockingly,ba'a,ba'a,NEGATIVE
bookshop,kantin sayar da littattafai,kantin sayar da littattafai,POSITIVE
well-backlit,kyau-haske,kyau-haske,POSITIVE
insightfully,basira,basira,POSITIVE
unknown,ba a sani ba,ba a sani ba,NEGATIVE
pissing,ji haushi,jin haushi,NEGATIVE
criticizes,ya soki,yana lsukar,NEGATIVE
undermined,lalata,lalata,NEGATIVE
disintegrates,tarwatsewa,tarwatsewa,NEGATIVE
malaise,rashin lafiya,rashin lafiya,NEGATIVE
curse,la'ana,la'ana,NEGATIVE
racist,mai nuna wariyar launin fata,mai nuna wariyar launin fata,NEGATIVE
cancerous,mai cutar kansa,mai cutar kansa,NEGATIVE
indulgence,sha'awa,sha'awa,POSITIVE
avoid,kauce,kauce,NEGATIVE
defrauding,zamba,zamba,NEGATIVE
unclear,m,a dukunkune,NEGATIVE
creeping,mai rarrafe,mai rarrafe,NEGATIVE
achey,ciwo,ciwo,NEGATIVE
sorcery,bokanci,bokanci,NEGATIVE
frenzy,hauka,hauka,NEGATIVE
forgiven,gafarta,gafarta,POSITIVE
waste,sharar gida,sharar gida,NEGATIVE
smutty,smutty,dauda,NEGATIVE
verdict,hukunci,hukunci,NEGATIVE
promises,alkawura,ya  alkawarta,POSITIVE
cashbacks,kudade,yana mayarda kudi,POSITIVE
organize,shirya,shirya,POSITIVE
surcharge,kari,kari,NEGATIVE
gratification,gamsuwa,gamsuwa,POSITIVE
confused,rudewa,rikice,NEGATIVE
congregation,ikilisiya,taron coci,POSITIVE
insignificantly,mara muhimmanci,mara muhimmanci,NEGATIVE
solicitous,mai hankali,mai hankali,POSITIVE
reconcile,sulhu,sulhu,POSITIVE
formless,m,mara tartibin tsari,NEGATIVE
disheartened,karaya,karaya,NEGATIVE
uptight,tsayayye,tsayayye,NEGATIVE
disparages,disparages,yana kaskantarwa,NEGATIVE
food,abinci,abinci,POSITIVE
heavens,sammai,sammai,POSITIVE
barbarian,balarabe,dabbanci,NEGATIVE
strain,iri,iri,NEGATIVE
pessimist,mai hangen nesa,mai hangen nesa,NEGATIVE
provoking,tsokana,tsokana,NEGATIVE
fluster,fluster,rikirkitacce,NEGATIVE
immoderately,madaidaiciya,mara daidaito,NEGATIVE
discouraging,karaya,karaya,NEGATIVE
implausibly,ba zai yiwu ba,ba zai yiwu ba,NEGATIVE
ripen,cikakke,nuna,POSITIVE
positively,gaskiya ma,tabbaci,POSITIVE
bookish,littafi,littafi,POSITIVE
sneak,Sneak,satar jiki,NEGATIVE
backwardness,ci baya,ci baya,NEGATIVE
tremendously,tremendously,mai ban dadi,POSITIVE
cheaply,a arha,a arha,NEGATIVE
appallingly,mamaki,mamaki,NEGATIVE
psychosis,tabin hankali,tabin hankali,NEGATIVE
unborn,wanda ba a haifa ba,wanda ba a haifa ba,NEGATIVE
cursing,la'anta,la'anta,NEGATIVE
blotchy,ƙwanƙwasa,ƙwanƙwasa,NEGATIVE
protection,kariya,kariya,POSITIVE
shine,haskaka,haskaka,POSITIVE
precision,daidaici,daidaici,POSITIVE
scheme,makirci,shiri,NEGATIVE
rebuff,ƙi,ƙi,NEGATIVE
ace,ace,shahararre,POSITIVE
critic,mai suka,mai suka,NEGATIVE
remorseful,mai nadama,mai nadama,NEGATIVE
fortunately,akayi sa'a,cikin sa'a,POSITIVE
antagonize,antagonise,kyamata,NEGATIVE
needlessly,bukata,a halin rashin bukata,NEGATIVE
illegally,ba bisa ka'ida ba,ba bisa ka'ida ba,NEGATIVE
presumptuous,girman kai,girman kai,NEGATIVE
playhouse,gidan wasa,gidan wasa,POSITIVE
expose,fallasa,fallasa,NEGATIVE
revolutionary,mai neman sauyi,mai neman sauyi,POSITIVE
butchery,mayanka,mayanka,NEGATIVE
participation,sa hannu,sa hannu,POSITIVE
fallible,mai kuskure,mai kuskure,NEGATIVE
tumor,ƙari,ƙari,NEGATIVE
idolatry,bautar gumaka,bautar gumaka,NEGATIVE
title,take,take,POSITIVE
idiocies,wawanci,wawanci,NEGATIVE
misplace,wuri mara kyau,batarwa,NEGATIVE
ransom,fansa,fansa,NEGATIVE
hateful,ƙi,abin kyamata,NEGATIVE
lovable,abin kauna,abin kauna,POSITIVE
lame-duck,Duck,rashin nasara,NEGATIVE
obliterate,shafewa,shafewa,NEGATIVE
rhythm,kari,amsa amo,POSITIVE
compelling,tursasawa,tursasawa,POSITIVE
launch,ƙaddamar,ƙaddamar,POSITIVE
empathize,tausaya wa,tausaya wa,POSITIVE
peacock,dawisu,dawisu,POSITIVE
bomb,bam,bam,NEGATIVE
unencumbered,bashi da nauyi,bashi da nauyi,POSITIVE
fellowship,zumunci,zumunci,POSITIVE
awry,wahala,wahala,NEGATIVE
secretive,na sirri,na sirri,NEGATIVE
concede,yarda,yarda,NEGATIVE
criticism,zargi,zargi,NEGATIVE
unattached,ba a haɗa ba,wanda ba a hada ba,NEGATIVE
calumniation,kira,kira,NEGATIVE
exceedingly,da yawa,da yawa,POSITIVE
counsellor,mai ba da shawara,mai ba da shawara,NEGATIVE
sacrificed,hadaya,hadaya,NEGATIVE
mesmerize,mai da hankali,daukar hankali,POSITIVE
grope,gira,gira,NEGATIVE
problem-solver,mai warware matsala,mai warware matsala,POSITIVE
succeeding,cin nasara,cin nasara,POSITIVE
shelter,mafaka,mafaka,POSITIVE
stigmatize,ƙyama,kyamata,NEGATIVE
astounds,al'ajabi,al'ajabi,POSITIVE
sprite,sprite,kamar tatsuniya,NEGATIVE
hegemonistic,santazara,santazara,NEGATIVE
stereotype,stereotype,sananne,NEGATIVE
suffered,sha wahala,sha wahala,NEGATIVE
outburst,fita waje,tarwatsewa,POSITIVE
silencing,yin shiru,yin shiru,NEGATIVE
chisel,chisel,mai nuna yaudara,POSITIVE
rockstar,tauraron dutse,mashahurin mawaki,POSITIVE
inaccuracy,rashin kuskure,rashin daidai,NEGATIVE
ignored,watsi,watsi,NEGATIVE
subsidizing,tallafi,tallafi,POSITIVE
reason,dalili,dalili,POSITIVE
pugnacity,pugnacity,shiryawa,NEGATIVE
friction,gogayya,gogayya,NEGATIVE
lurid,lurid,karfin haske mai damu,NEGATIVE
cabinet,majalisar,majalisar,POSITIVE
dreading,tsoro,tsoro,NEGATIVE
gooood,kyau,kyau,POSITIVE
meandering,meandering,motsawa a hankali,NEGATIVE
hurrah,yi sauri,yi sauri,POSITIVE
burn,ƙone,ƙone,NEGATIVE
dodging,dodging,nokewa,NEGATIVE
deginified,rabewa,rabewa,POSITIVE
unobserved,ba a kiyaye shi,ba a kiyaye shi,NEGATIVE
airs,airs,ya/ta ayyana,NEGATIVE
faults,laifinsu,yana yin laifi,NEGATIVE
comfy,comfy,mai dadi,POSITIVE
communist,dan gurguzu,dan gurguzu,NEGATIVE
reader,mai karatu,mai karatu,POSITIVE
uproarious,tashin hankali,tashin hankali,NEGATIVE
deride,izgili,izgili,NEGATIVE
sever,yanke,yanke,NEGATIVE
nauseating,tashin zuciya,tashin zuciya,NEGATIVE
gorge,kwazazzabo,kwazazzabo,NEGATIVE
carefree,sakaci,sakaci,POSITIVE
grave,kabari,kabari,NEGATIVE
cupping,cupping,magani da jera kofuna a jiki mutum,NEGATIVE
bumping,cin karo,cin karo,NEGATIVE
freedoms,yanci,yanci,POSITIVE
cleansing,tsarkakewa,tsarkakewa,POSITIVE
seamless,sumul,sumul,POSITIVE
satin,satin,kaya masu sheki,POSITIVE
well-made,da kyau,ingantacce,POSITIVE
swagger,swagger,tafiyar kasaita,NEGATIVE
wrinkles,,shacin layi,NEGATIVE
scorpion,kunama,kunama,NEGATIVE
pan,kwanon rufi,kwanon rufi,NEGATIVE
unease,ba damuwa,ba damuwa,NEGATIVE
butt,gindi,duwawu,NEGATIVE
monk,sufi,sufi,POSITIVE
ovation,ovation,taron biki,POSITIVE
malign,mugu,mugu,NEGATIVE
daft,daft,wawa,NEGATIVE
confederate,hadaddiya,hadaddiya,POSITIVE
suicide,kashe kansa,kashe kansa,NEGATIVE
unwavering,kasawa,kasawa,POSITIVE
postponement,jinkirtawa,jinkirtawa,NEGATIVE
cheerless,mara gaisuwa,mara fara'a,NEGATIVE
accusation,zargi,zargi,NEGATIVE
dun,dun,wulakantawa,NEGATIVE
sarcastic,ba'a,ba'a,NEGATIVE
fulminate,cikawa,cikawa,NEGATIVE
mumble,kumbura,kumbura,NEGATIVE
exemption,keɓancewa,keɓancewa,POSITIVE
rabies,rabies,cutar cizon kare,NEGATIVE
perished,halaka,halaka,NEGATIVE
twist,karkata,karkata,NEGATIVE
youth,matasa,matasa,POSITIVE
calamitous,bala'i,mai bala'i,NEGATIVE
solidarity,hadin kai,hadin kai,POSITIVE
paradoxical,sabanin ra'ayi,sabanin ra'ayi,NEGATIVE
monumentally,abin tunawa,abin tunawa,POSITIVE
stressor,danniya,danniya,NEGATIVE
terrorized,firgita,firgita,NEGATIVE
misbecoming,rashin kyau,rashin kyau,NEGATIVE
oblige,wajibi,wajibi,NEGATIVE
memento,abin tunawa,abin tunawa,POSITIVE
applauded,tafi,tafa,POSITIVE
bravado,bravado,yin bajinta,NEGATIVE
aground,aground,a kasa,NEGATIVE
fickle,canzawa,canzawa,NEGATIVE
suspended,dakatar,dakatar,NEGATIVE
complicated,rikitarwa,rikitarwa,NEGATIVE
trespass,wuce gona da iri,wuce gona da iri,NEGATIVE
premier,firamare,mafi muhimmanci,POSITIVE
partisans,'yan bangar siyasa,'yan bangar siyasa,NEGATIVE
fainthearted,kasala,kasala,NEGATIVE
lace,yadin da aka saka,yadin da aka saka,POSITIVE
abrupt,kwatsam,kwatsam,NEGATIVE
profanity,zagi,zagi,NEGATIVE
unrivaled,gasa,mara kishiya,POSITIVE
pretentiously,hakansamun,nuna wani bai isa ba,NEGATIVE
endowment,kyauta,kyauta,POSITIVE
gigantic,babba,babba,POSITIVE
cleared,share,share,POSITIVE
bridegroom,ango,ango,POSITIVE
slogged,slogged,hidima,NEGATIVE
not good,ba kyau,ba kyau,NEGATIVE
desiccated,bushewa,bushewa,NEGATIVE
inheritance,gado,gado,POSITIVE
vulgarity,alfasha,alfasha,NEGATIVE
filthy,najasa,najasa,NEGATIVE
infect,cutar,cutar,NEGATIVE
blissfully,cikin ni'ima,cikin ni'ima,POSITIVE
specie,musamman,musamman,POSITIVE
spine,kashin baya,kashin baya,NEGATIVE
cancelling,sakewa,sakewa,NEGATIVE
fabrication,ƙiren ƙarya,ƙiren ƙarya,NEGATIVE
incompatible,m,mai gardama,NEGATIVE
unsupported,ba da tallafi,rashin tallafi,NEGATIVE
fierce,m,makura,NEGATIVE
low-price,low-price,mai arha,POSITIVE
satanic,shaidan,shaidan,NEGATIVE
ditty,ditty,gajeriyar waka,POSITIVE
retaliation,ramuwar gayya,ramuwar gayya,NEGATIVE
giggle,yi dariya,yi dariya,POSITIVE
slammin,slammin,bankowa,POSITIVE
reticent,reticant,reticant,NEGATIVE
treacherous,mayaudara,mayaudara,NEGATIVE
unimaginable,wanda ba za a iya tsammani ba,wanda ba za a iya tsammani ba,NEGATIVE
judders,masu yanke hukunci,masu yanke hukunci,NEGATIVE
healthy,lafiya,lafiya,POSITIVE
tether,tether,daure dabba,NEGATIVE
deluded,yaudara,yaudara,NEGATIVE
randomly,bazuwar,bazuwar,NEGATIVE
subpoena,sammaci,sammaci,NEGATIVE
recklessness,rashin kulawa,rashin kulawa,NEGATIVE
odor,wari,wari,NEGATIVE
crude,danye,danye,NEGATIVE
fleet,rundunar jiragen ruwa,rundunar jiragen ruwa,POSITIVE
treasures,taskoki,yana taskancewa,POSITIVE
forgive,gafarta,gafarta,POSITIVE
venerable,mai daraja,mai daraja,POSITIVE
messed,rikice,rikice,NEGATIVE
moronic,izgili,izgili,NEGATIVE
exultantly,farin ciki,farin ciki,POSITIVE
cloud,girgije,girgije,NEGATIVE
ugliness,rashin kyau,rashin kyau,NEGATIVE
disposed,zubar,zubar,POSITIVE
eradication,kawarwa,kawarwa,NEGATIVE
kook,kook,mahaukaci,NEGATIVE
prop,prop,na'ura mai tallafawa jiki,POSITIVE
prevented,hana,hana,NEGATIVE
perversion,karkatarwa,karkatarwa,NEGATIVE
botch,botch,wasarere,NEGATIVE
constipation,maƙarƙashiya,maƙarƙashiya,NEGATIVE
increased,ya karu,ya karu,POSITIVE
fairly,adalci,adalci,POSITIVE
impiety,rashin tsarki,rashin tsarki,NEGATIVE
disoriented,rikicewa,rikicewa,NEGATIVE
rejuvenating,sake sabuntawa,sake sabuntawa,POSITIVE
tingle,tingle,mintsini,POSITIVE
pretends,yi kamar dai,yana yin lamfo,NEGATIVE
gullibility,rashin fahimta,rashin fahimta,NEGATIVE
swine,alade,alade,NEGATIVE
smelled,wari,wari,NEGATIVE
brood,brood,bata ran wani,NEGATIVE
sorely,sosai,sosai,NEGATIVE
firearms,bindigogi,bindigogi,NEGATIVE
shrivel,shrivel,kasawa,NEGATIVE
scotch,scotch,kawo karshen abu,NEGATIVE
hippie,hippie,masu shigar banza,NEGATIVE
controversial,mai rigima,mai rigima,NEGATIVE
underestimates,rashin sanin cikakken farashi,rashin sanin cikakken farashi,NEGATIVE
frets,frets,yana jin haushi,NEGATIVE
stumbles,tuntuɓe,tuntuɓe,NEGATIVE
excites,zumudi,zumudi,POSITIVE
panick,firgita,firgita,NEGATIVE
impulsive,mai saurin motsawa,mai saurin motsawa,NEGATIVE
relent,juya baya,juya baya,POSITIVE
truce,tsagaita wuta,tsagaita wuta,POSITIVE
disability,nakasa,nakasa,NEGATIVE
deploringly,turawa,turawa,NEGATIVE
instigate,zuga,zuga,NEGATIVE
corporation,kamfani,aiki tare,POSITIVE
rail,dogo,dogo,NEGATIVE
riveting,riveting,mai kayatarwa,POSITIVE
defeating,cin nasara,cin nasara,POSITIVE
toxic,mai guba,mai guba,NEGATIVE
snobbish,snobish,rashin yarda da talakawa,NEGATIVE
satisfactorily,gamsarwa,gamsarwa,POSITIVE
fault,Laifi,Laifi,NEGATIVE
cursory,la'anci,la'anci,NEGATIVE
flirt,kwarkwasa,kwarkwasa,NEGATIVE
insignia,alama,alama,POSITIVE
broken,karye,karyayye,NEGATIVE
faultless,mara aibi,mara aibi,POSITIVE
inefficacious,mara aiki,mara aiki,NEGATIVE
sarcastically,da izgili,da izgili,NEGATIVE
convivial,tabbatacce,tabbatacce,POSITIVE
abducted,sace,sace,NEGATIVE
imperialist,masarauta,masarauta,NEGATIVE
feebleminded,rarrabe,matsoraci,NEGATIVE
disorganized,rashin tsari,rashin tsari,NEGATIVE
bungler,bungler,mai yin abu ba kulawa,NEGATIVE
unacceptable,ba za a karɓa ba,wanda ba a yarda da shi ba,NEGATIVE
snagged,saci,saci,NEGATIVE
retirement,ritaya,ritaya,NEGATIVE
calumniate,ƙarara,ƙarara,NEGATIVE
audaciousness,karasowa,karasowa,NEGATIVE
paraphrase,fasara,fasara,POSITIVE
hands-down,hannaye-saukar,saukin Kai,POSITIVE
exultant,yi murna,yi murna,POSITIVE
reaffirm,sake tabbatarwa,sake tabbatarwa,POSITIVE
complacent,m,yarda da kai,NEGATIVE
cranky,cranky,sabon abu,NEGATIVE
sarcoma,sarcoma,nau'in cutar daji,NEGATIVE
delicate,m,mai dadi,POSITIVE
banishment,korewa,korewa,NEGATIVE
allege,yi zargi,yi zargi,NEGATIVE
amusements,shagala,shagaltuwa,POSITIVE
effort,ƙoƙari,ƙoƙari,POSITIVE
backbite,kashin baya,gulma,NEGATIVE
contravention,sabawa doka,sabawa doka,NEGATIVE
beer,giya,giya,POSITIVE
gumption,hauhawa,hauhawa,POSITIVE
exterminate,wargazawa,wargazawa,NEGATIVE
stodgy,stodgy,mai damu,NEGATIVE
excessive,wuce kima,wuce kima,NEGATIVE
gazette,gazette,takardun bayanai,POSITIVE
fleece,ulun,ulun,NEGATIVE
lockup,kullewa,kullewa,NEGATIVE
usable,mai amfani,mai amfani,POSITIVE
remarkably,yadda ya kamata,yadda ya kamata,POSITIVE
assailant,maharin,maharin,NEGATIVE
bouquet,bouquet,cinkon fure,POSITIVE
isolate,ware,ware,NEGATIVE
aches,ciwo,ciwo,NEGATIVE
rebellion,tawaye,tawaye,NEGATIVE
barbarously,cikin ladabi,cikin ladabi,NEGATIVE
mighty,mai girma,mai girma,POSITIVE
cheapen,yi arha,yi arha,NEGATIVE
burdensomely,da nauyi,da nauyi,NEGATIVE
blab,cika,cika,NEGATIVE
worriedly,cikin damuwa,cikin damuwa,NEGATIVE
reprimand,tsawata,tsawata,NEGATIVE
dominate,mamaye,mamaye,NEGATIVE
chairman,shugaba,shugaba,POSITIVE
captain,kyaftin,kyaftin,POSITIVE
subsidizes,tallafi,tallafi,POSITIVE
ill-treated,rashin lafiya,rashin lafiya,NEGATIVE
mistaken,kuskure,kuskure,NEGATIVE
glorify,daukaka,daukaka,POSITIVE
divergent,bambanta,bambanta,NEGATIVE
incorrect,ba daidai ba,ba daidai ba,NEGATIVE
missionary,mishan,yan yada addini,POSITIVE
despicably,abin raini,abin raini,NEGATIVE
revels,revels,yana muwalati,POSITIVE
incoherently,ba daidai ba,ba daidai ba,NEGATIVE
indoctrinates,indoctrinates,yana canja ra'ayi,NEGATIVE
bandit,ɗan fashi,ɗan fashi,NEGATIVE
resolve,warware,warware,POSITIVE
discreet,m,mai  fahimta,POSITIVE
guilt,laifi,laifi,NEGATIVE
gainsay,gainsay,musantawa,NEGATIVE
stunning,mai ban mamaki,mai ban mamaki,POSITIVE
scanty,m,kadan,NEGATIVE
eavesdropping,eavesdropping,satar ji,NEGATIVE
exposing,bayyanawa,bayyanawa,NEGATIVE
retribution,azaba,azaba,NEGATIVE
shithead,shithead,banza,NEGATIVE
acknowledgment,amincewa,amincewa,POSITIVE
lion,zaki,zaki,POSITIVE
perk,riba,riba,POSITIVE
eruptions,fashewa,fashewa,NEGATIVE
controversy,rigima,cin karo,NEGATIVE
honey,zuma,zuma,POSITIVE
rigid,m,kafaffe,NEGATIVE
dissed,dissed,fadin bakaken kalamai,NEGATIVE
lofty,m,garkameme dogo,NEGATIVE
catastrophically,masifa,masifa,NEGATIVE
tenderly,mai taushi,mai taushi,POSITIVE
unappealing,rashin bayyana,rashin bayyana,NEGATIVE
lackluster,rashi,rashin birgewa,NEGATIVE
green wash,koren wanka,yada karya,NEGATIVE
awaited,ana jira,jira,NEGATIVE
lowering,ragewa,ragewa,NEGATIVE
cleverness,wayo,wayo,POSITIVE
mawkishness,mawkishness,raunin zuciya,NEGATIVE
futile,aikin banza,aikin banza,POSITIVE
tranquil,kwanciyar hankali,kwanciyar hankali,POSITIVE
flout,ɓarna,ɓarna,NEGATIVE
transcendence,wuce gona da iri,wuce gona da iri,POSITIVE
rescind,sokewa,sokewa,NEGATIVE
sentenced,yanke masa hukunci,yanke masa hukunci,NEGATIVE
abominate,ƙazanta,ƙazanta,NEGATIVE
right,dama,dama,POSITIVE
presto,presto,ba- zata,POSITIVE
awaits,yana jira,yana jira,NEGATIVE
squeaks,kuwwa,yana  kururutawa,NEGATIVE
drained,drained,jikewa,NEGATIVE
admonished,wa'azi,wa'azi,NEGATIVE
noises,surutu,surutu,NEGATIVE
stressed,jaddada,jaddada,NEGATIVE
agonise,azaba,azaba,NEGATIVE
deceptive,yaudara,yaudara,NEGATIVE
maturely,balaga,balaga,POSITIVE
irrelevance,rashin dacewa,rashin dacewa,NEGATIVE
authorized,izini,izini,POSITIVE
offense,laifi,laifi,NEGATIVE
deaf,kurma,kurma,NEGATIVE
fatty,m,mai kiba,NEGATIVE
grants,tallafi,yana tallafawa,POSITIVE
permissible,halatta,halatta,POSITIVE
police,'yan sanda,'yan sanda,POSITIVE
smoother,mai santsi,mai santsi,POSITIVE
war-like,kamar yaƙi,kamar yaƙi,NEGATIVE
tattered,tattaka,tattaka,NEGATIVE
hid,ɓoye,ɓoye,NEGATIVE
unbound,mara iyaka,mara iyaka,POSITIVE
bafflement,rudani,rudani,NEGATIVE
stupor,wawanci,wawanci,NEGATIVE
tipsy,nasiha,nasiha,NEGATIVE
impossiblity,rashin yiwuwar,rashin yiwuwar,NEGATIVE
